timestamp,pack_voltage,pack_current,soc,min_cell_volt,max_cell_volt,min_temp,max_temp,state,faults,cell_0_0,cell_0_1,cell_0_2,cell_0_3,cell_0_4,cell_0_5,cell_0_6,cell_0_7,cell_0_8,cell_0_9,cell_0_10,cell_0_11,bal_0_0,bal_0_1,bal_0_2,bal_0_3,bal_0_4,bal_0_5,bal_0_6,bal_0_7,bal_0_8,bal_0_9,bal_0_10,bal_0_11,temp_0_0
1716816703523,39.6474,0,0.0,3.2463,3.3589,25.059,25.059,3,,3.2463,3.2599,3.2678,3.2794,3.2887,3.2986,3.3092,3.3199,3.3295,3.3397,3.3495,3.3589,0,0,0,0,0,0,0,0,0,0,0,0,25.059
1716816703543,39.6474,0,0.0,3.2463,3.3589,25.059,25.059,3,,3.2463,3.2599,3.2678,3.2794,3.2887,3.2986,3.3092,3.3199,3.3295,3.3397,3.3495,3.3589,0,0,0,0,0,0,0,0,0,0,0,0,25.059
1716816703783,39.6474,0,0.0,3.2466,3.3592,25.056,25.056,3,,3.2466,3.2602,3.2675,3.2793,3.2887,3.2986,3.3098,3.3197,3.3293,3.3394,3.3490,3.3592,0,0,0,0,0,0,0,0,0,0,0,0,25.056
1716816703803,39.6474,0,0.0,3.2466,3.3592,25.056,25.056,3,,3.2466,3.2602,3.2675,3.2793,3.2887,3.2986,3.3098,3.3197,3.3293,3.3394,3.3490,3.3592,0,0,0,0,0,0,0,0,0,0,0,0,25.056
1716816704024,39.6472,0,0.0,3.2465,3.3586,25.065,25.065,3,,3.2465,3.2599,3.2681,3.2794,3.2892,3.2988,3.3089,3.3194,3.3293,3.3398,3.3493,3.3586,0,0,0,0,0,0,0,0,0,0,0,0,25.065
1716816704043,39.6472,0,0.0,3.2465,3.3586,25.065,25.065,3,,3.2465,3.2599,3.2681,3.2794,3.2892,3.2988,3.3089,3.3194,3.3293,3.3398,3.3493,3.3586,0,0,0,0,0,0,0,0,0,0,0,0,25.065
1716816704285,39.6493,0,0.0,3.2466,3.3588,25.072,25.072,3,,3.2466,3.2603,3.2683,3.2799,3.2887,3.2990,3.3096,3.3197,3.3293,3.3397,3.3495,3.3588,0,0,0,0,0,0,0,0,0,0,0,0,25.072
1716816704303,39.6493,0,0.0,3.2466,3.3588,25.072,25.072,3,,3.2466,3.2603,3.2683,3.2799,3.2887,3.2990,3.3096,3.3197,3.3293,3.3397,3.3495,3.3588,0,0,0,0,0,0,0,0,0,0,0,0,25.072
1716816704523,39.6477,0,0.0,3.2469,3.3586,25.072,25.072,3,,3.2469,3.2607,3.2672,3.2794,3.2886,3.2986,3.3095,3.3195,3.3296,3.3397,3.3493,3.3586,0,0,0,0,0,0,0,0,0,0,0,0,25.072
1716816704543,39.6477,0,0.0,3.2469,3.3586,25.072,25.072,3,,3.2469,3.2607,3.2672,3.2794,3.2886,3.2986,3.3095,3.3195,3.3296,3.3397,3.3493,3.3586,0,0,0,0,0,0,0,0,0,0,0,0,25.072
1716816704784,39.6464,0,0.0,3.2466,3.3591,25.061,25.061,3,,3.2466,3.2603,3.2677,3.2797,3.2886,3.2990,3.3089,3.3192,3.3293,3.3392,3.3488,3.3591,0,0,0,0,0,0,0,0,0,0,0,0,25.061
1716816704803,39.6464,0,0.0,3.2466,3.3591,25.061,25.061,3,,3.2466,3.2603,3.2677,3.2797,3.2886,3.2990,3.3089,3.3192,3.3293,3.3392,3.3488,3.3591,0,0,0,0,0,0,0,0,0,0,0,0,25.061
1716816705024,39.6460,0,0.0,3.2465,3.3586,25.076,25.076,3,,3.2465,3.2600,3.2681,3.2794,3.2887,3.2990,3.3090,3.3194,3.3292,3.3392,3.3488,3.3586,0,0,0,0,0,0,0,0,0,0,0,0,25.076
1716816705043,39.6460,0,0.0,3.2465,3.3586,25.076,25.076,3,,3.2465,3.2600,3.2681,3.2794,3.2887,3.2990,3.3090,3.3194,3.3292,3.3392,3.3488,3.3586,0,0,0,0,0,0,0,0,0,0,0,0,25.076
1716816705283,39.6472,0,0.0,3.2462,3.3589,25.070,25.070,3,,3.2462,3.2603,3.2672,3.2794,3.2893,3.2993,3.3092,3.3195,3.3293,3.3394,3.3492,3.3589,0,0,0,0,0,0,0,0,0,0,0,0,25.070
1716816705303,39.6472,0,0.0,3.2462,3.3589,25.070,25.070,3,,3.2462,3.2603,3.2672,3.2794,3.2893,3.2993,3.3092,3.3195,3.3293,3.3394,3.3492,3.3589,0,0,0,0,0,0,0,0,0,0,0,0,25.070
1716816705523,39.6458,0,0.0,3.2463,3.3588,25.065,25.065,3,,3.2463,3.2602,3.2677,3.2794,3.2889,3.2985,3.3092,3.3199,3.3290,3.3389,3.3492,3.3588,0,0,0,0,0,0,0,0,0,0,0,0,25.065
1716816705543,39.6458,0,0.0,3.2463,3.3588,25.065,25.065,3,,3.2463,3.2602,3.2677,3.2794,3.2889,3.2985,3.3092,3.3199,3.3290,3.3389,3.3492,3.3588,0,0,0,0,0,0,0,0,0,0,0,0,25.065
1716816705784,39.6460,0,0.0,3.2460,3.3589,25.056,25.056,3,,3.2460,3.2596,3.2680,3.2799,3.2887,3.2990,3.3092,3.3197,3.3290,3.3392,3.3488,3.3589,0,0,0,0,0,0,0,0,0,0,0,0,25.056
1716816705803,39.6460,0,0.0,3.2460,3.3589,25.056,25.056,3,,3.2460,3.2596,3.2680,3.2799,3.2887,3.2990,3.3092,3.3197,3.3290,3.3392,3.3488,3.3589,0,0,0,0,0,0,0,0,0,0,0,0,25.056
1716816706024,39.6498,0,0.0,3.2468,3.3594,25.061,25.061,3,,3.2468,3.2602,3.2683,3.2796,3.2892,3.2991,3.3095,3.3199,3.3293,3.3391,3.3496,3.3594,0,0,0,0,0,0,0,0,0,0,0,0,25.061
1716816706045,39.6498,0,0.0,3.2468,3.3594,25.061,25.061,3,,3.2468,3.2602,3.2683,3.2796,3.2892,3.2991,3.3095,3.3199,3.3293,3.3391,3.3496,3.3594,0,0,0,0,0,0,0,0,0,0,0,0,25.061
1716816706283,39.6474,0,0.0,3.2466,3.3586,25.059,25.059,3,,3.2466,3.2600,3.2678,3.2794,3.2889,3.2990,3.3098,3.3200,3.3290,3.3391,3.3492,3.3586,0,0,0,0,0,0,0,0,0,0,0,0,25.059
1716816706303,39.6474,0,0.0,3.2466,3.3586,25.059,25.059,3,,3.2466,3.2600,3.2678,3.2794,3.2889,3.2990,3.3098,3.3200,3.3290,3.3391,3.3492,3.3586,0,0,0,0,0,0,0,0,0,0,0,0,25.059
1716816706526,39.6489,0,0.0,3.2465,3.3589,25.056,25.056,3,,3.2465,3.2602,3.2680,3.2797,3.2887,3.2991,3.3096,3.3199,3.3296,3.3397,3.3490,3.3589,0,0,0,0,0,0,0,0,0,0,0,0,25.056
1716816706543,39.6489,0,0.0,3.2465,3.3589,25.056,25.056,3,,3.2465,3.2602,3.2680,3.2797,3.2887,3.2991,3.3096,3.3199,3.3296,3.3397,3.3490,3.3589,0,0,0,0,0,0,0,0,0,0,0,0,25.056
1716816706784,39.6486,0,0.0,3.2463,3.3589,25.070,25.070,3,,3.2463,3.2602,3.2680,3.2799,3.2890,3.2988,3.3093,3.3195,3.3296,3.3395,3.3495,3.3589,0,0,0,0,0,0,0,0,0,0,0,0,25.070
1716816706803,39.6486,0,0.0,3.2463,3.3589,25.070,25.070,3,,3.2463,3.2602,3.2680,3.2799,3.2890,3.2988,3.3093,3.3195,3.3296,3.3395,3.3495,3.3589,0,0,0,0,0,0,0,0,0,0,0,0,25.070
1716816707023,39.6489,0,0.0,3.2468,3.3591,25.067,25.067,3,,3.2468,3.2603,3.2678,3.2791,3.2889,3.2986,3.3096,3.3203,3.3295,3.3397,3.3492,3.3591,0,0,0,0,0,0,0,0,0,0,0,0,25.067
1716816707043,39.6489,0,0.0,3.2468,3.3591,25.067,25.067,3,,3.2468,3.2603,3.2678,3.2791,3.2889,3.2986,3.3096,3.3203,3.3295,3.3397,3.3492,3.3591,0,0,0,0,0,0,0,0,0,0,0,0,25.067
1716816707283,39.6483,0,0.0,3.2465,3.3589,25.078,25.078,3,,3.2465,3.2603,3.2680,3.2797,3.2887,3.2985,3.3098,3.3200,3.3293,3.3392,3.3493,3.3589,0,0,0,0,0,0,0,0,0,0,0,0,25.078
1716816707303,39.6483,0,0.0,3.2465,3.3589,25.078,25.078,3,,3.2465,3.2603,3.2680,3.2797,3.2887,3.2985,3.3098,3.3200,3.3293,3.3392,3.3493,3.3589,0,0,0,0,0,0,0,0,0,0,0,0,25.078
